,S1Temp,S2Temp,S3Temp,S1Light,S2Light,S3Light,CO2,PIR1,PIR2,Persons,DateTime
0,0.0,0.0023041474654381484,0.08152173913043402,0.4948875255623722,0.13178294573643412,0.18928571428571428,0.04864864864864865,0.0,0.0,0.3333333333333333,11/01/2021 10:53:33
1,0.0,0.006912442396313626,0.11956521739130374,0.4948875255623722,0.12790697674418605,0.18928571428571428,0.04864864864864865,0.0,0.0,0.3333333333333333,11/01/2021 10:54:04
2,0.060810810810810696,0.0,0.0543478260869573,0.4948875255623722,0.13178294573643412,0.18928571428571428,0.04864864864864865,0.0,0.0,0.3333333333333333,11/01/2021 10:54:34
3,0.054054054054055285,0.01612903225806458,0.07065217391304295,0.4948875255623722,0.13178294573643412,0.18928571428571428,0.04864864864864865,0.0,0.0,0.3333333333333333,11/01/2021 10:55:05
4,0.03378378378378426,0.013824884792626434,0.09239130434782702,0.4948875255623722,0.13178294573643412,0.19285714285714287,0.04864864864864865,0.0,0.0,0.3333333333333333,11/01/2021 10:55:36
5,0.054054054054055285,0.01612903225806458,0.08152173913043402,0.4948875255623722,0.13178294573643412,0.19285714285714287,0.04864864864864865,0.0,0.0,0.3333333333333333,11/01/2021 10:56:06
6,0.006756756756757811,0.01612903225806458,0.11413043478260917,0.49079754601226994,0.13178294573643412,0.19285714285714287,0.04864864864864865,1.0,0.0,0.3333333333333333,11/01/2021 10:56:37
7,0.054054054054055285,0.025345622119815538,0.09782608695652159,0.4948875255623722,0.13178294573643412,0.19285714285714287,0.04864864864864865,0.0,0.0,0.3333333333333333,11/01/2021 10:57:07
8,0.054054054054055285,0.023041474654378207,0.1032608695652181,0.49897750511247446,0.13565891472868216,0.2,0.04864864864864865,0.0,0.0,0.3333333333333333,11/01/2021 10:57:38
9,0.0,0.013824884792626434,0.09239130434782702,0.4130879345603272,0.13178294573643412,0.20357142857142857,0.04864864864864865,1.0,1.0,0.3333333333333333,11/01/2021 10:58:09
10,0.10135135135135276,0.018433179723501912,0.09239130434782702,0.49897750511247446,0.13565891472868216,0.20357142857142857,0.04864864864864865,1.0,1.0,0.3333333333333333,11/01/2021 10:58:39
11,0.054054054054055285,0.0345622119815665,0.09782608695652159,0.5030674846625767,0.13565891472868216,0.20357142857142857,0.04864864864864865,1.0,0.0,0.3333333333333333,11/01/2021 10:59:10
12,0.10135135135135276,0.029953917050691017,0.12500000000000025,0.5030674846625767,0.13565891472868216,0.20357142857142857,0.04864864864864865,1.0,0.0,0.3333333333333333,11/01/2021 10:59:41
13,0.060810810810810696,0.025345622119815538,0.10869565217391267,0.5030674846625767,0.13565891472868216,0.20357142857142857,0.04864864864864865,1.0,0.0,0.3333333333333333,11/01/2021 11:00:11
14,0.054054054054055285,0.0345622119815665,0.13586956521739132,0.5030674846625767,0.13565891472868216,0.20714285714285716,0.04864864864864865,1.0,0.0,0.3333333333333333,11/01/2021 11:00:42
